unixday,close
1514903400,29.899999618530273
1514989800,29.799999237060547
1515076200,30.190000534057617
1515162600,30.329999923706055
1515421800,30.1200008392334
1515508200,30.270000457763672
1515594600,30.549999237060547
1515681000,30.65999984741211
1515767400,31.190000534057617
1516113000,31.239999771118164
1516199400,31.18000030517578
1516285800,31.479999542236328
1516372200,31.719999313354492
1516631400,31.940000534057617
1516717800,31.920000076293945
1516804200,32.09000015258789
1516890600,32.09000015258789
1516977000,32.20000076293945
1517236200,32.279998779296875
1517322600,31.8799991607666
1517409000,32.0
1517495400,32.5
1517581800,31.950000762939453
1517841000,30.260000228881836
1517927400,31.200000762939453
1518013800,31.25
1518100200,29.739999771118164
1518186600,30.329999923706055
1518445800,31.1200008392334
1518532200,31.18000030517578
1518618600,32.0
1518705000,32.209999084472656
1518791400,31.969999313354492
1519137000,31.93000030517578
1519223400,31.8700008392334
1519309800,31.690000534057617
1519396200,32.029998779296875
1519655400,32.41999816894531
1519741800,32.33000183105469
1519828200,32.099998474121094
1519914600,31.479999542236328
1520001000,31.6299991607666
1520260200,32.130001068115234
1520346600,32.11000061035156
1520433000,32.18000030517578
1520519400,32.20000076293945
1520605800,32.720001220703125
1520861400,32.84000015258789
1520947800,32.36000061035156
1521034200,32.13999938964844
1521120600,32.099998474121094
1521207000,32.16999816894531
1521466200,31.979999542236328
1521552600,31.979999542236328
1521639000,31.8700008392334
1521725400,30.549999237060547
1521811800,29.170000076293945
1522071000,30.440000534057617
1522157400,29.520000457763672
1522243800,29.389999389648438
1522330200,29.989999771118164
1522675800,29.309999465942383
1522762200,29.59000015258789
1522848600,29.8799991607666
1522935000,30.31999969482422
1523021400,29.6299991607666
1523280600,29.8700008392334
1523367000,30.479999542236328
1523453400,29.899999618530273
1523539800,30.649999618530273
1523626200,29.799999237060547
1523885400,29.93000030517578
1523971800,30.040000915527344
1524058200,29.530000686645508
1524144600,30.18000030517578
1524231000,30.260000228881836
1524490200,30.31999969482422
1524576600,30.190000534057617
1524663000,30.139999389648438
1524749400,30.06999969482422
1524835800,30.149999618530273
1525095000,29.920000076293945
1525181400,29.950000762939453
1525267800,29.579999923706055
1525354200,29.200000762939453
1525440600,29.299999237060547
1525699800,29.639999389648438
1525786200,29.93000030517578
1525872600,30.719999313354492
1525959000,30.889999389648438
1526045400,30.920000076293945
1526304600,31.1200008392334
1526391000,31.219999313354492
1526477400,31.059999465942383
1526563800,30.809999465942383
1526650200,30.260000228881836
1526909400,30.549999237060547
1526995800,30.889999389648438
1527082200,30.440000534057617
1527168600,30.209999084472656
1527255000,30.15999984741211
1527600600,28.959999084472656
1527687000,29.489999771118164
1527773400,29.040000915527344
1527859800,29.399999618530273
1528119000,29.399999618530273
1528205400,29.1200008392334
